NUMERO ARBOL,NOMBRE COMUN,ESPECIE CIENTIFICA,ANIO MEDICION,DAP CM,ALTURA M,BIOMASA TOTAL KG,CARBONO TOTAL MG,CO2 EQUIVALENTE MG,ESTADO ARBOL
633,Guachipelin,Diphysa americana,2018,17.6,10.0,0.2743,0.5029,0.5029,Activo
633,Guachipelin,Diphysa americana,2019,18.7,10.0,0.3104,0.5691,0.5691,Activo
634,Guachipelin,Diphysa americana,2018,19.8,10.0,0.3488,0.6395,0.6395,Activo
634,Guachipelin,Diphysa americana,2019,20.7,10.0,0.3819,0.7002,0.7002,Activo
635,Guachipelin,Diphysa americana,2018,18.8,10.0,0.3138,0.5753,0.5753,Activo
635,Guachipelin,Diphysa americana,2019,19.4,10.0,0.3346,0.6134,0.6134,Activo
636,Guanacaste,Enterolobium cyclocarpum,2018,126.1,14.0,10.0988,18.5161,18.5161,Activo
636,Guanacaste,Enterolobium cyclocarpum,2019,126.7,14.0,10.197,18.6963,18.6963,Activo
637,Guanacaste,Enterolobium cyclocarpum,2018,96.4,16.0,6.4792,11.8795,11.8795,Activo
637,Guanacaste,Enterolobium cyclocarpum,2019,96.9,16.0,6.5479,12.0056,12.0056,Activo
638,Guachipelin,Diphysa americana,2018,20.7,9.0,0.3518,0.645,0.645,Activo
638,Guachipelin,Diphysa americana,2019,21.7,9.0,0.3873,0.7102,0.7102,Activo
639,Casco de venado,Bauhinia purpurea,2018,29.4,8.0,0.4824,0.8844,0.8844,Activo
639,Casco de venado,Bauhinia purpurea,2019,30.2,8.0,0.5095,0.9342,0.9342,Activo
640,Casco de venado,Bauhinia purpurea,2018,24.0,7.0,0.2873,0.5268,0.5268,Activo
640,Casco de venado,Bauhinia purpurea,2019,24.7,7.0,0.3047,0.5587,0.5587,Activo
641,Llama del bosque,Spathodea campanulata,2018,40.4,17.0,0.7145,1.31,1.31,Activo
641,Llama del bosque,Spathodea campanulata,2019,44.9,17.0,0.8862,1.6249,1.6249,Activo
642,Casco de venado,Bauhinia purpurea,2018,17.0,7.0,0.1422,0.2607,0.2607,Activo
642,Casco de venado,Bauhinia purpurea,2019,17.9,7.0,0.158,0.2897,0.2897,Activo
643,Laurel negro,Cordia gerascathus,2018,25.5,10.0,0.4353,0.7981,0.7981,Activo
643,Laurel negro,Cordia gerascathus,2019,26.4,10.0,0.4672,0.8566,0.8566,Activo
644,Casco de venado,Bauhinia purpurea,2018,22.1,5.0,0.1869,0.3426,0.3426,Activo
644,Casco de venado,Bauhinia purpurea,2019,22.9,5.0,0.2009,0.3684,0.3684,Activo
645,Casco de venado,Bauhinia purpurea,2018,17.6,5.0,0.1174,0.2153,0.2153,Activo
645,Casco de venado,Bauhinia purpurea,2019,18.6,5.0,0.1314,0.241,0.241,Activo
646,Guachipelin,Diphysa americana,2018,14.1,7.0,0.1322,0.2423,0.2423,Activo
646,Guachipelin,Diphysa americana,2019,15.1,7.0,0.152,0.2787,0.2787,Activo
647,Cedro,Cedrela odorata,2018,125.7,14.0,8.6288,15.821,15.821,Activo
647,Cedro,Cedrela odorata,2019,126.4,14.0,8.7271,16.0012,16.0012,Activo
648,Eucalipto,Eucalyptus deglupta,2018,59.5,29.0,3.3863,6.2088,6.2088,Activo
648,Eucalipto,Eucalyptus deglupta,2019,64.1,29.0,3.9418,7.2273,7.2273,Activo
649,Cas,Psidium friedrichthalianum,2018,19.4,5.0,0.1233,0.2262,0.2262,Activo
649,Cas,Psidium friedrichthalianum,2019,20.4,5.0,0.1367,0.2506,0.2506,Activo
650,Cas,Psidium friedrichthalianum,2018,13.1,5.0,0.0554,0.1015,0.1015,Activo
650,Cas,Psidium friedrichthalianum,2019,13.7,5.0,0.0607,0.1112,0.1112,Activo
651,,,2018,0.0,,,,,Removido
651,,,2019,0.0,,,,,Removido
652,Guachipelin,Diphysa americana,2018,26.5,8.0,0.5312,0.9739,0.9739,Activo
652,Guachipelin,Diphysa americana,2019,27.3,8.0,0.5644,1.0349,1.0349,Activo
653,Guachipelin,Diphysa americana,2018,21.0,8.0,0.3305,0.606,0.606,Activo
653,Guachipelin,Diphysa americana,2019,21.7,8.0,0.3534,0.6479,0.6479,Activo
654,Guachipelin,Diphysa americana,2018,25.5,8.0,0.4911,0.9004,0.9004,Activo
654,Guachipelin,Diphysa americana,2019,26.3,8.0,0.5231,0.959,0.959,Activo
655,Guachipelin,Diphysa americana,2018,19.6,8.0,0.2871,0.5264,0.5264,Activo
655,Guachipelin,Diphysa americana,2019,20.7,8.0,0.3209,0.5884,0.5884,Activo
656,Guachipelin,Diphysa americana,2018,21.1,12.0,0.4577,0.8392,0.8392,Activo
656,Guachipelin,Diphysa americana,2019,21.9,12.0,0.4938,0.9053,0.9053,Activo
657,Cortez negro,Handroanthus impetiginosus,2018,14.1,10.0,0.1353,0.2481,0.2481,Activo
657,Cortez negro,Handroanthus impetiginosus,2019,14.9,10.0,0.1514,0.2777,0.2777,Activo
658,Guachipelin,Diphysa americana,2018,56.4,10.0,2.9505,5.4097,5.4097,Activo
658,Guachipelin,Diphysa americana,2019,57.1,10.0,3.0256,5.5475,5.5475,Activo
659,Cedro,Cedrela odorata,2018,43.2,14.0,0.9767,1.7908,1.7908,Activo
659,Cedro,Cedrela odorata,2019,44.6,14.0,1.0424,1.9112,1.9112,Activo
660,Ceiba,Ceiba pentandra,2018,139.4,23.0,8.0261,14.7159,14.7159,Activo
660,Ceiba,Ceiba pentandra,2019,139.9,23.0,8.0849,14.8237,14.8237,Activo
661,Ceiba,Ceiba pentandra,2018,149.4,23.0,9.2444,16.9496,16.9496,Activo
661,Ceiba,Ceiba pentandra,2019,149.9,23.0,9.3076,17.0655,17.0655,Activo
662,Cedro,Cedrela odorata,2018,12.5,7.0,0.0454,0.0832,0.0832,Activo
662,Cedro,Cedrela odorata,2019,13.9,7.0,0.0563,0.1033,0.1033,Activo
663,Cas,Psidium friedrichthalianum,2018,20.0,7.0,0.1706,0.3128,0.3128,Activo
663,Cas,Psidium friedrichthalianum,2019,20.7,7.0,0.183,0.3355,0.3355,Activo
664,Guachipelin,Diphysa americana,2018,39.1,8.0,1.1745,2.1534,2.1534,Activo
664,Guachipelin,Diphysa americana,2019,39.9,8.0,1.224,2.2443,2.2443,Activo
665,Cedro,Cedrela odorata,2018,96.2,17.0,5.8168,10.6652,10.6652,Activo
665,Cedro,Cedrela odorata,2019,96.9,17.0,5.9035,10.8241,10.8241,Activo
666,Roble sabana,Tabebuia rosea,2018,57.8,18.0,2.4015,4.4032,4.4032,Activo
666,Roble sabana,Tabebuia rosea,2019,58.9,18.0,2.4957,4.5758,4.5758,Activo
667,Eucalipto,Eucalyptus deglupta,2018,84.4,32.0,7.4599,13.6777,13.6777,Activo
667,Eucalipto,Eucalyptus deglupta,2019,86.9,32.0,7.9176,14.5169,14.5169,Activo
668,Cedro,Cedrela odorata,2018,62.4,26.0,3.3493,6.141,6.141,Activo
668,Cedro,Cedrela odorata,2019,63.4,26.0,3.4597,6.3434,6.3434,Activo
669,Cas,Psidium friedrichthalianum,2018,19.4,7.0,0.1603,0.2939,0.2939,Activo
669,Cas,Psidium friedrichthalianum,2019,20.2,7.0,0.1741,0.3192,0.3192,Activo
670,Cedro,Cedrela odorata,2018,58.0,26.0,2.8852,5.2901,5.2901,Activo
670,Cedro,Cedrela odorata,2019,59.2,26.0,3.0083,5.5157,5.5157,Activo
671,Cedro,Cedrela odorata,2018,32.3,14.0,0.5397,0.9896,0.9896,Activo
671,Cedro,Cedrela odorata,2019,34.2,14.0,0.6065,1.1119,1.1119,Activo
672,Cedro,Cedrela odorata,2018,85.1,24.0,5.9257,10.8648,10.8648,Activo
672,Cedro,Cedrela odorata,2019,86.0,24.0,6.0542,11.1004,11.1004,Activo
673,Cas,Psidium friedrichthalianum,2018,20.3,5.0,0.1353,0.2481,0.2481,Activo
673,Cas,Psidium friedrichthalianum,2019,21.3,5.0,0.1492,0.2736,0.2736,Activo
674,Cedro,Cedrela odorata,2018,97.9,22.0,7.3694,13.5118,13.5118,Activo
674,Cedro,Cedrela odorata,2019,98.8,22.0,7.5083,13.7664,13.7664,Activo
675,Tuete,Vernonia patens,2018,15.5,9.0,0.0597,0.1094,0.1094,Activo
675,Tuete,Vernonia patens,2019,16.4,9.0,0.067,0.1228,0.1228,Activo
676,Tuete,Vernonia patens,2018,15.9,9.0,0.0629,0.1153,0.1153,Activo
676,Tuete,Vernonia patens,2019,16.9,9.0,0.0712,0.1305,0.1305,Activo
677,Uruca,Trichilia havanensis,2018,23.9,8.0,0.2503,0.4589,0.4589,Activo
677,Uruca,Trichilia havanensis,2019,24.6,8.0,0.2655,0.4867,0.4867,Activo
678,Uruca,Trichilia havanensis,2018,24.4,8.0,0.2611,0.4787,0.4787,Activo
678,Uruca,Trichilia havanensis,2019,25.2,8.0,0.2788,0.5112,0.5112,Activo
679,Cortez negro,Handroanthus impetiginosus,2018,15.8,7.0,0.1293,0.237,0.237,Activo
679,Cortez negro,Handroanthus impetiginosus,2019,16.6,7.0,0.143,0.2622,0.2622,Activo
680,Cortez negro,Handroanthus impetiginosus,2018,13.5,7.0,0.0938,0.172,0.172,Activo
680,Cortez negro,Handroanthus impetiginosus,2019,14.4,7.0,0.107,0.1962,0.1962,Activo
681,Cortez negro,Handroanthus impetiginosus,2018,17.1,7.0,0.1519,0.2785,0.2785,Activo
681,Cortez negro,Handroanthus impetiginosus,2019,17.9,7.0,0.1668,0.3058,0.3058,Activo
682,Cortez negro,Handroanthus impetiginosus,2018,18.8,7.0,0.1843,0.3379,0.3379,Activo
682,Cortez negro,Handroanthus impetiginosus,2019,19.9,7.0,0.207,0.3795,0.3795,Activo
683,Roble sabana,Tabebuia rosea,2018,17.3,8.0,0.109,0.1999,0.1999,Activo
683,Roble sabana,Tabebuia rosea,2019,18.9,8.0,0.1306,0.2394,0.2394,Activo
684,Cristobal,Platymiscium parviflorum,2018,24.0,8.0,0.3454,0.6333,0.6333,Activo
684,Cristobal,Platymiscium parviflorum,2019,24.7,8.0,0.3663,0.6716,0.6716,Activo
685,Cristobal,Platymiscium parviflorum,2018,23.7,8.0,0.3367,0.6173,0.6173,Activo
685,Cristobal,Platymiscium parviflorum,2019,24.6,8.0,0.3633,0.666,0.666,Activo
686,Casco de venado,Bauhinia purpurea,2018,18.6,5.0,0.1314,0.241,0.241,Activo
686,Casco de venado,Bauhinia purpurea,2019,19.3,5.0,0.1417,0.2599,0.2599,Activo
687,Casco de venado,Bauhinia purpurea,2018,19.7,5.0,0.1478,0.271,0.271,Activo
687,Casco de venado,Bauhinia purpurea,2019,20.4,5.0,0.1587,0.291,0.291,Activo
688,Nispero,Cordia cymosa,2018,16.3,5.0,0.0656,0.1202,0.1202,Activo
688,Nispero,Cordia cymosa,2019,17.4,5.0,0.0749,0.1373,0.1373,Activo
689,Casco de venado,Bauhinia purpurea,2018,20.1,6.0,0.1775,0.3254,0.3254,Activo
689,Casco de venado,Bauhinia purpurea,2019,20.9,6.0,0.1922,0.3524,0.3524,Activo
690,Casco de venado,Bauhinia purpurea,2018,23.2,6.0,0.2378,0.436,0.436,Activo
690,Casco de venado,Bauhinia purpurea,2019,23.9,6.0,0.2527,0.4633,0.4633,Activo
697,Almedro de playa,Terminalia catappa,2018,19.5,4.0,0.0676,0.1239,0.1239,Activo
697,Almedro de playa,Terminalia catappa,2019,21.1,4.0,0.0794,0.1455,0.1455,Activo
698,Uruca,Trichilia havanensis,2018,26.2,5.0,0.2093,0.3838,0.3838,Activo
698,Uruca,Trichilia havanensis,2019,27.2,5.0,0.2259,0.4143,0.4143,Activo
699,Guachipelin,Diphysa americana,2018,38.6,4.0,0.6667,1.2224,1.2224,Activo
699,Guachipelin,Diphysa americana,2019,39.5,4.0,0.6988,1.2813,1.2813,Activo
700,Roble sabana,Tabebuia rosea,2018,26.6,6.0,0.2095,0.3842,0.3842,Activo
700,Roble sabana,Tabebuia rosea,2019,30.3,6.0,0.2733,0.5011,0.5011,Activo
701,Roble sabana,Tabebuia rosea,2018,27.3,4.0,0.1611,0.2954,0.2954,Activo
701,Roble sabana,Tabebuia rosea,2019,28.2,4.0,0.1721,0.3156,0.3156,Activo
702,Roble sabana,Tabebuia rosea,2018,26.5,7.0,0.2345,0.4299,0.4299,Activo
702,Roble sabana,Tabebuia rosea,2019,29.4,7.0,0.2898,0.5313,0.5313,Activo
704,Chirca,Erythrina berteroana,2018,14.8,4.0,0.0289,0.053,0.053,Activo
704,Chirca,Erythrina berteroana,2019,16.1,4.0,0.0343,0.0629,0.0629,Activo
705,Chirca,Erythrina berteroana,2018,20.8,4.0,0.0578,0.106,0.106,Activo
705,Chirca,Erythrina berteroana,2019,22.1,4.0,0.0654,0.12,0.12,Activo
706,Roble sabana,Tabebuia rosea,2018,22.8,6.0,0.153,0.2805,0.2805,Activo
706,Roble sabana,Tabebuia rosea,2019,25.8,6.0,0.1969,0.361,0.361,Activo
707,Roble sabana,Tabebuia rosea,2018,23.9,9.0,0.231,0.4236,0.4236,Activo
707,Roble sabana,Tabebuia rosea,2019,26.7,9.0,0.2896,0.531,0.531,Activo
708,Roble sabana,Tabebuia rosea,2018,20.6,9.0,0.1706,0.3128,0.3128,Activo
708,Roble sabana,Tabebuia rosea,2019,22.3,9.0,0.2006,0.3677,0.3677,Activo
709,Roble sabana,Tabebuia rosea,2018,49.2,9.0,1.0076,1.8473,1.8473,Activo
709,Roble sabana,Tabebuia rosea,2019,52.9,9.0,1.1682,2.1418,2.1418,Activo
710,Lorito,Cojoba arborea,2018,17.6,3.0,0.0548,0.1004,0.1004,Activo
710,Lorito,Cojoba arborea,2019,19.4,3.0,0.0668,0.1225,0.1225,Activo
711,Candelillo,Senna spectabilis,2018,18.3,6.0,0.1221,0.2239,0.2239,Activo
711,Candelillo,Senna spectabilis,2019,20.4,6.0,0.1524,0.2795,0.2795,Activo
712,Candelillo,Senna spectabilis,2018,12.9,2.0,0.0254,0.0466,0.0466,Activo
712,Candelillo,Senna spectabilis,2019,15.7,2.0,0.038,0.0696,0.0696,Activo
713,Roble sabana,Tabebuia rosea,2018,48.3,8.0,0.8852,1.6231,1.6231,Activo
713,Roble sabana,Tabebuia rosea,2019,50.9,8.0,0.9852,1.8063,1.8063,Activo
714,Roble sabana,Tabebuia rosea,2018,39.5,8.0,0.5873,1.0769,1.0769,Activo
714,Roble sabana,Tabebuia rosea,2019,42.3,8.0,0.6754,1.2383,1.2383,Activo
715,Jacaranda,Jacaranda mimosifolia,2018,26.9,10.0,0.379,0.6949,0.6949,Activo
715,Jacaranda,Jacaranda mimosifolia,2019,29.2,10.0,0.4481,0.8215,0.8215,Activo
716,Guachipelin,Diphysa americana,2018,36.1,6.0,0.7976,1.4625,1.4625,Activo
716,Guachipelin,Diphysa americana,2019,37.4,6.0,0.8573,1.5719,1.5719,Activo
717,Guachipelin,Diphysa americana,2018,19.1,6.0,0.2177,0.3991,0.3991,Activo
717,Guachipelin,Diphysa americana,2019,20.4,6.0,0.249,0.4565,0.4565,Activo
718,Higuerón,Ficus sp,2018,29.8,8.0,0.2823,0.5177,0.5177,Activo
718,Higuerón,Ficus sp,2019,31.7,8.0,0.3203,0.5872,0.5872,Activo
719,Caoba,Swietenia macrophylla,2018,68.3,15.0,3.3558,6.1529,6.1529,Activo
719,Caoba,Swietenia macrophylla,2019,69.9,15.0,3.5181,6.4505,6.4505,Activo
720,Caoba,Swietenia macrophylla,2018,74.3,15.0,3.9847,7.3059,7.3059,Activo
720,Caoba,Swietenia macrophylla,2019,76.1,15.0,4.1841,7.6715,7.6715,Activo
721,Caoba,Swietenia macrophylla,2018,51.7,12.0,1.5982,2.9303,2.9303,Activo
721,Caoba,Swietenia macrophylla,2019,54.8,12.0,1.7998,3.2999,3.2999,Activo
722,Caoba,Swietenia macrophylla,2018,45.0,14.0,1.3577,2.4894,2.4894,Activo
722,Caoba,Swietenia macrophylla,2019,47.2,14.0,1.4966,2.744,2.744,Activo
723,Caoba,Swietenia macrophylla,2018,17.3,7.0,0.1126,0.2064,0.2064,Activo
723,Caoba,Swietenia macrophylla,2019,19.9,7.0,0.1498,0.2746,0.2746,Activo
724,Caoba,Swietenia macrophylla,2018,44.7,10.0,1.0305,1.8895,1.8895,Activo
724,Caoba,Swietenia macrophylla,2019,48.5,10.0,1.2171,2.2316,2.2316,Activo
725,Caoba,Swietenia macrophylla,2018,64.7,14.0,2.8477,5.2212,5.2212,Activo
725,Caoba,Swietenia macrophylla,2019,67.6,14.0,3.1141,5.7097,5.7097,Activo
726,Caoba,Swietenia macrophylla,2018,37.0,12.0,0.8077,1.4809,1.4809,Activo
726,Caoba,Swietenia macrophylla,2019,39.1,12.0,0.904,1.6575,1.6575,Activo
727,Caoba,Swietenia macrophylla,2018,52.6,14.0,1.8667,3.4225,3.4225,Activo
727,Caoba,Swietenia macrophylla,2019,57.2,14.0,2.2148,4.0609,4.0609,Activo
728,Caoba,Swietenia macrophylla,2018,43.3,12.0,1.1131,2.0409,2.0409,Activo
728,Caoba,Swietenia macrophylla,2019,45.7,12.0,1.2426,2.2784,2.2784,Activo
729,Caoba,Swietenia macrophylla,2018,56.1,16.0,2.3622,4.331,4.331,Activo
729,Caoba,Swietenia macrophylla,2019,58.1,16.0,2.5371,4.6518,4.6518,Activo
730,Caoba,Swietenia macrophylla,2018,22.2,5.0,0.1441,0.2641,0.2641,Activo
730,Caoba,Swietenia macrophylla,2019,24.1,5.0,0.1703,0.3123,0.3123,Activo
731,Caoba,Swietenia macrophylla,2018,44.0,12.0,1.1502,2.1088,2.1088,Activo
731,Caoba,Swietenia macrophylla,2019,47.6,12.0,1.3503,2.4758,2.4758,Activo
732,Caoba,Swietenia macrophylla,2018,75.9,17.0,4.5879,8.4119,8.4119,Activo
732,Caoba,Swietenia macrophylla,2019,78.4,17.0,4.9014,8.9868,8.9868,Activo
733,Caoba,Swietenia macrophylla,2018,18.0,8.0,0.1354,0.2483,0.2483,Activo
733,Caoba,Swietenia macrophylla,2019,20.3,8.0,0.1731,0.3174,0.3174,Activo
734,Caoba,Swietenia macrophylla,2018,41.7,13.0,1.0972,2.0117,2.0117,Activo
734,Caoba,Swietenia macrophylla,2019,43.9,13.0,1.2185,2.2341,2.2341,Activo
735,Caoba,Swietenia macrophylla,2018,36.9,12.0,0.8033,1.4728,1.4728,Activo
735,Caoba,Swietenia macrophylla,2019,39.6,12.0,0.9277,1.701,1.701,Activo
736,Caoba,Swietenia macrophylla,2018,59.8,16.0,2.6909,4.9337,4.9337,Activo
736,Caoba,Swietenia macrophylla,2019,63.0,16.0,2.9928,5.4873,5.4873,Activo
737,Caoba,Swietenia macrophylla,2018,33.9,89.0,3.2183,5.9008,5.9008,Activo
737,Caoba,Swietenia macrophylla,2019,36.8,89.0,3.8049,6.9764,6.9764,Activo
738,Cinamomum triplinervia,Cinnamomum triplinervia,2018,59.0,11.0,2.2041,4.0412,4.0412,Activo
738,Cinamomum triplinervia,Cinnamomum triplinervia,2019,59.9,11.0,2.2732,4.1679,4.1679,Activo
739,Cedro,Cedrela odorata,2018,90.0,14.0,4.365,8.0032,8.0032,Activo
739,Cedro,Cedrela odorata,2019,90.9,14.0,4.4545,8.1673,8.1673,Activo
740,Cedro,Cedrela odorata,2018,83.3,15.0,3.9336,7.2123,7.2123,Activo
740,Cedro,Cedrela odorata,2019,84.4,15.0,4.0403,7.4079,7.4079,Activo
741,Cedro,Cedrela odorata,2018,118.3,16.0,8.4601,15.5116,15.5116,Activo
741,Cedro,Cedrela odorata,2019,118.9,16.0,8.5479,15.6725,15.6725,Activo
742,Higuerón,Ficus sp,2018,40.9,7.0,0.4854,0.89,0.89,Activo
742,Higuerón,Ficus sp,2019,41.9,7.0,0.5099,0.9349,0.9349,Activo
743,Roble sabana,Tabebuia rosea,2018,26.8,7.0,0.2399,0.4399,0.4399,Activo
743,Roble sabana,Tabebuia rosea,2019,28.6,7.0,0.2739,0.5023,0.5023,Activo
744,Uruca,Trichilia havanensis,2018,12.8,2.0,0.0238,0.0436,0.0436,Activo
744,Uruca,Trichilia havanensis,2019,14.1,2.0,0.029,0.0531,0.0531,Activo
745,Guanacaste,Enterolobium cyclocarpum,2018,26.9,5.0,0.1938,0.3553,0.3553,Activo
745,Guanacaste,Enterolobium cyclocarpum,2019,27.9,5.0,0.2087,0.3827,0.3827,Activo
746,Guanacaste,Enterolobium cyclocarpum,2018,30.8,8.0,0.3683,0.6753,0.6753,Activo
746,Guanacaste,Enterolobium cyclocarpum,2019,31.8,8.0,0.3931,0.7208,0.7208,Activo
747,Guanacaste,Enterolobium cyclocarpum,2018,28.8,8.0,0.3212,0.5889,0.5889,Activo
747,Guanacaste,Enterolobium cyclocarpum,2019,29.7,8.0,0.342,0.627,0.627,Activo
748,Mango,Mangifera indica,2018,14.2,2.0,0.0284,0.052,0.052,Activo
748,Mango,Mangifera indica,2019,15.1,2.0,0.0321,0.0589,0.0589,Activo
749,Aguacate,Persea americana,2018,27.9,5.0,0.2505,0.4593,0.4593,Activo
749,Aguacate,Persea americana,2019,28.8,5.0,0.2672,0.49,0.49,Activo
750,Poro,Erythrina fusca,2018,50.6,7.0,0.5483,1.0052,1.0052,Activo
750,Poro,Erythrina fusca,2019,52.4,7.0,0.5888,1.0795,1.0795,Activo
751,Poro,Erythrina fusca,2018,39.1,7.0,0.324,0.5941,0.5941,Activo
751,Poro,Erythrina fusca,2019,40.0,7.0,0.3394,0.6223,0.6223,Activo
752,Poro,Erythrina fusca,2018,36.6,7.0,0.2832,0.5192,0.5192,Activo
752,Poro,Erythrina fusca,2019,40.7,7.0,0.3516,0.6447,0.6447,Activo
753,Mango,Mangifera indica,2018,19.1,4.0,0.0891,0.1633,0.1633,Activo
753,Mango,Mangifera indica,2019,19.7,4.0,0.0949,0.174,0.174,Activo
754,Mango,Mangifera indica,2018,25.1,4.0,0.1555,0.2852,0.2852,Activo
754,Mango,Mangifera indica,2019,26.6,4.0,0.1751,0.321,0.321,Activo
755,Mango,Mangifera indica,2018,28.1,4.0,0.1958,0.359,0.359,Activo
755,Mango,Mangifera indica,2019,29.9,4.0,0.2222,0.4075,0.4075,Activo
756,Cenizaro,Samanea saman,2018,39.6,6.0,0.5407,0.9913,0.9913,Activo
756,Cenizaro,Samanea saman,2019,40.7,6.0,0.5717,1.0483,1.0483,Activo
757,Capulin,Dicraspidia donnell-smithii,2018,25.3,4.0,0.1437,0.2635,0.2635,Activo
757,Capulin,Dicraspidia donnell-smithii,2019,29.3,4.0,0.1939,0.3554,0.3554,Activo
758,Targua,Croton draco,2018,14.3,4.0,0.0359,0.0658,0.0658,Activo
758,Targua,Croton draco,2019,17.1,4.0,0.0517,0.0948,0.0948,Activo
759,Guanacaste,Enterolobium cyclocarpum,2018,31.8,5.0,0.2726,0.4998,0.4998,Activo
759,Guanacaste,Enterolobium cyclocarpum,2019,32.7,5.0,0.2886,0.5291,0.5291,Activo
760,Leucaena,Leucaena leucocephala,2018,21.1,6.0,0.2068,0.3792,0.3792,Activo
760,Leucaena,Leucaena leucocephala,2019,22.1,6.0,0.2273,0.4168,0.4168,Activo
761,Leucaena,Leucaena leucocephala,2018,21.5,6.0,0.2149,0.3941,0.3941,Activo
761,Leucaena,Leucaena leucocephala,2019,23.4,6.0,0.2554,0.4684,0.4684,Activo
762,Roble sabana,Tabebuia rosea,2018,21.6,6.0,0.137,0.2512,0.2512,Activo
762,Roble sabana,Tabebuia rosea,2019,23.5,6.0,0.1627,0.2984,0.2984,Activo
763,Guachipelin,Diphysa americana,2018,21.1,5.0,0.2314,0.4243,0.4243,Activo
763,Guachipelin,Diphysa americana,2019,21.9,5.0,0.2497,0.4577,0.4577,Activo
764,Guachipelin,Diphysa americana,2018,32.5,5.0,0.5585,1.0241,1.0241,Activo
764,Guachipelin,Diphysa americana,2019,33.9,5.0,0.6087,1.1161,1.1161,Activo
765,Guachipelin,Diphysa americana,2018,20.2,4.0,0.1779,0.3262,0.3262,Activo
765,Guachipelin,Diphysa americana,2019,21.3,4.0,0.1983,0.3635,0.3635,Activo
766,Guachipelin,Diphysa americana,2018,20.6,4.0,0.1852,0.3396,0.3396,Activo
766,Guachipelin,Diphysa americana,2019,21.5,4.0,0.2021,0.3705,0.3705,Activo
767,Guachipelin,Diphysa americana,2018,12.8,2.0,0.0409,0.075,0.075,Activo
767,Guachipelin,Diphysa americana,2019,13.7,2.0,0.047,0.0861,0.0861,Activo
768,Roble sabana,Tabebuia rosea,2018,10.0,3.0,0.0166,0.0304,0.0304,Activo
768,Roble sabana,Tabebuia rosea,2019,11.9,3.0,0.0237,0.0434,0.0434,Activo
769,Mango,Mangifera indica,2018,12.8,3.0,0.0315,0.0577,0.0577,Activo
769,Mango,Mangifera indica,2019,15.1,3.0,0.0441,0.0808,0.0808,Activo
770,Guachipelin,Diphysa americana,2018,25.3,4.0,0.2816,0.5164,0.5164,Activo
770,Guachipelin,Diphysa americana,2019,26.7,4.0,0.3144,0.5764,0.5764,Activo
771,Guachipelin,Diphysa americana,2018,19.3,4.0,0.1621,0.2973,0.2973,Activo
771,Guachipelin,Diphysa americana,2019,20.2,4.0,0.1779,0.3262,0.3262,Activo
772,Guachipelin,Diphysa americana,2018,17.7,4.0,0.1359,0.2492,0.2492,Activo
772,Guachipelin,Diphysa americana,2019,18.7,4.0,0.152,0.2787,0.2787,Activo
773,Guachipelin,Diphysa americana,2018,13.2,4.0,0.0747,0.137,0.137,Activo
773,Guachipelin,Diphysa americana,2019,14.5,4.0,0.0905,0.1659,0.1659,Activo
774,Guabillo,Inga sp,2018,12.8,4.0,0.0408,0.0748,0.0748,Activo
774,Guabillo,Inga sp,2019,14.0,4.0,0.049,0.0898,0.0898,Activo
775,Guayaquil,Pseudosamanea saman,2018,21.8,4.0,0.1167,0.2139,0.2139,Activo
775,Guayaquil,Pseudosamanea saman,2019,24.2,4.0,0.1444,0.2647,0.2647,Activo
776,Vainillo,Tecoma stans,2018,11.3,4.0,0.025,0.0458,0.0458,Activo
776,Vainillo,Tecoma stans,2019,13.1,4.0,0.0338,0.0619,0.0619,Activo
777,Mango,Mangifera indica,2018,11.9,4.0,0.0339,0.0622,0.0622,Activo
777,Mango,Mangifera indica,2019,13.7,4.0,0.0452,0.0829,0.0829,Activo
778,Mango,Mangifera indica,2018,25.8,5.0,0.1957,0.3589,0.3589,Activo
778,Mango,Mangifera indica,2019,26.9,5.0,0.2131,0.3908,0.3908,Activo
779,Pino,Pinus caribaea,2018,74.0,16.0,4.609,8.4507,8.4507,Activo
779,Pino,Pinus caribaea,2019,75.1,16.0,4.7499,8.7089,8.7089,Activo
781,Guachipelin,Diphysa americana,2018,53.5,7.0,2.0066,3.6791,3.6791,Activo
781,Guachipelin,Diphysa americana,2019,54.2,7.0,2.0605,3.7779,3.7779,Activo
782,Guachipelin,Diphysa americana,2018,53.1,8.0,2.1927,4.0204,4.0204,Activo
782,Guachipelin,Diphysa americana,2019,54.0,8.0,2.2692,4.1606,4.1606,Activo
783,Guachipelin,Diphysa americana,2018,33.7,8.0,0.8673,1.5902,1.5902,Activo
783,Guachipelin,Diphysa americana,2019,34.9,8.0,0.9315,1.7079,1.7079,Activo
784,Guayaba,Psidium guajava,2018,16.5,3.0,0.0595,0.1092,0.1092,Activo
784,Guayaba,Psidium guajava,2019,17.4,3.0,0.0664,0.1217,0.1217,Activo
785,Higuerón,Ficus sp,2018,33.1,10.0,0.4162,0.7631,0.7631,Activo
785,Higuerón,Ficus sp,2019,34.7,10.0,0.4583,0.8403,0.8403,Activo
786,Higuerón,Ficus sp,2018,44.0,10.0,0.7439,1.3639,1.3639,Activo
786,Higuerón,Ficus sp,2019,46.7,10.0,0.84,1.5401,1.5401,Activo
787,Mango,Mangifera indica,2018,32.8,6.0,0.3681,0.675,0.675,Activo
